gp,postcode,nhs_url
The Charlbury Medical Centre,OX7 3PQ,https://www.nhs.uk/services/gp-surgery/the-charlbury-medical-centre/K84610
Willenhall Primary Care Centre - 1,CV3 3DG,https://www.nhs.uk/services/gp-surgery/willenhall-primary-care-centre-1/M86001
The Surgery Sidford,EX10 9RH,https://www.nhs.uk/services/gp-surgery/the-surgery-sidford/L83067001
Whipton Surgery,EX4 8EG,https://www.nhs.uk/services/gp-surgery/whipton-surgery/L83115
Whipton Branch Surgery,EX4 8AR,https://www.nhs.uk/services/gp-surgery/whipton-branch-surgery/L83058001
Bradninch Surgery,EX5 4NL,https://www.nhs.uk/services/gp-surgery/bradninch-surgery/L83092003
WONFORD GREEN SURGERY,EX2 6NF,https://www.nhs.uk/services/gp-surgery/wonford-green-surgery/L83655
South Lawn Medical Practice,EX1 2RX,https://www.nhs.uk/services/gp-surgery/south-lawn-medical-practice/L83084
Heavitree Practice,EX1 2RX,https://www.nhs.uk/services/gp-surgery/heavitree-practice/L83077
Thorpe Surgery,CO16 0EA,https://www.nhs.uk/services/gp-surgery/thorpe-surgery/F81213
Wickham Market Medical Centre,IP13 0SB,https://www.nhs.uk/services/gp-surgery/wickham-market-medical-centre/D83061
Gossops Green Medical Ctr,RH11 8TY,https://www.nhs.uk/services/gp-surgery/gossops-green-medical-ctr/H82033
The Bourne Medical Practice,GU10 3RB,https://www.nhs.uk/services/gp-surgery/the-bourne-medical-practice/H81615001
Farnham Dene Medical Practice,GU10 3RB,https://www.nhs.uk/services/gp-surgery/farnham-dene-medical-practice/H81615
Angel Hill Surgery,IP33 1LU,https://www.nhs.uk/services/gp-surgery/angel-hill-surgery/D83005
The Guildhall and Barrow Surgery,IP33 1ET,https://www.nhs.uk/services/gp-surgery/the-guildhall-and-barrow-surgery/D83013
Swan Surgery,IP33 1AE,https://www.nhs.uk/services/gp-surgery/swan-surgery/D83610
Ifield Medical Practice,RH11 0BF,https://www.nhs.uk/services/gp-surgery/ifield-medical-practice/H82050
Badgerswood Surgery,GU35 8LH,https://www.nhs.uk/services/gp-surgery/badgerswood-surgery/J82042001
Langley Corner Surgery,RH11 0NF,https://www.nhs.uk/services/gp-surgery/langley-corner-surgery/Y00351
The Wootton Street Surgery,PO6 3AP,https://www.nhs.uk/services/gp-surgery/the-wootton-street-surgery/J82102001
Victoria Surgery,IP33 3BB,https://www.nhs.uk/services/gp-surgery/victoria-surgery/D83040
Portsdown Group Practice - Cosham Park House Surgery,PO6 3BG,https://www.nhs.uk/services/gp-surgery/portsdown-group-practice-cosham-park-house-surgery/G7J1X
Oak Tree Surgery,PL14 3XA,https://www.nhs.uk/services/gp-surgery/oak-tree-surgery/L82016
Rosedean Surgery,PL14 4AQ,https://www.nhs.uk/services/gp-surgery/rosedean-surgery/L82050
Dr Mara Hk & Partners,ME3 9NY,https://www.nhs.uk/services/gp-surgery/dr-mara-hk-and-partners/G82077003
Allington Clinic,ME16 0RY,https://www.nhs.uk/services/gp-surgery/allington-clinic/G82099002
Bower Mount Medical Practice,ME16 8AX,https://www.nhs.uk/services/gp-surgery/bower-mount-medical-practice/G82031
Brewer Street,ME14 1RU,https://www.nhs.uk/services/gp-surgery/brewer-street/G82089
St Werburgh Medical Practice,ME3 9ST,https://www.nhs.uk/services/gp-surgery/st-werburgh-medical-practice/G82233001
Dr Mara Hk & Partners,ME3 0BY,https://www.nhs.uk/services/gp-surgery/dr-mara-hk-and-partners/G82077001
The Island Surgery,SS8 0JA,https://www.nhs.uk/services/gp-surgery/the-island-surgery/F81739
The Community Practice,SS8 0JA,https://www.nhs.uk/services/gp-surgery/the-community-practice/F81740
Oaklands Surgery,SS8 0JA,https://www.nhs.uk/services/gp-surgery/oaklands-surgery/F81096
College Practice Barming,ME16 0ZJ,https://www.nhs.uk/services/gp-surgery/college-practice-barming/G82099001
The Vine Medical Centre,ME16 8RL,https://www.nhs.uk/services/gp-surgery/the-vine-medical-centre/G82164
Blackthorn,ME16 9AL,https://www.nhs.uk/services/gp-surgery/blackthorn/G82098
Albion Place Medical Practice,ME14 5DY,https://www.nhs.uk/services/gp-surgery/albion-place-medical-practice/N4K7H
The College Practice,ME15 6SB,https://www.nhs.uk/services/gp-surgery/the-college-practice/G82099
Lakenheath Surgery,IP27 9EP,https://www.nhs.uk/services/gp-surgery/lakenheath-surgery/D83045
"Granta Medical Practices, Linton Health Centre",CB21 4JS,https://www.nhs.uk/services/gp-surgery/granta-medical-practices-linton-health-centre/D81043002
Appletree Medical Practice,DE56 4GG,https://www.nhs.uk/services/gp-surgery/appletree-medical-practice/C81048
Mayfield Road Surgery,DE21 6FW,https://www.nhs.uk/services/gp-surgery/mayfield-road-surgery/C81068001
The Vernon Street Surgery,DE1 1FR,https://www.nhs.uk/services/gp-surgery/the-vernon-street-surgery/C81064001
Elizabeth Court,WF10 3TG,https://www.nhs.uk/services/gp-surgery/elizabeth-court/B87030003
Swillington Medical Practice (Dr Freeman & Partners),LS26 8DZ,https://www.nhs.uk/services/gp-surgery/swillington-medical-practice-dr-freeman-and-partners/B86006002
Dr Mara Hk & Partners,ME3 8SF,https://www.nhs.uk/services/gp-surgery/dr-mara-hk-and-partners/G82077002
Ghauri Practice,SS8 0EX,https://www.nhs.uk/services/gp-surgery/ghauri-practice/F81205
The Long Road Surgery,SS8 0JH,https://www.nhs.uk/services/gp-surgery/the-long-road-surgery/F81205001
Rahman Practice,SS8 0JH,https://www.nhs.uk/services/gp-surgery/rahman-practice/F81700
The White House,ME20 7HX,https://www.nhs.uk/services/gp-surgery/the-white-house/G82234001
Upwell Health Centre,PE14 9BT,https://www.nhs.uk/services/gp-surgery/upwell-health-centre/D82035
Oakwood Surgery,DE21 2DF,https://www.nhs.uk/services/gp-surgery/oakwood-surgery/Z4V1C
Vernon Street Medical Ctr,DE1 1FW,https://www.nhs.uk/services/gp-surgery/vernon-street-medical-ctr/C81007
Macklin Street Surgery,DE1 1JX,https://www.nhs.uk/services/gp-surgery/macklin-street-surgery/C81073
WILSON STREET SURGERY,DE1 1PG,https://www.nhs.uk/services/gp-surgery/wilson-street-surgery/C81009
The Park Medical Practice,DE21 6LA,https://www.nhs.uk/services/gp-surgery/the-park-medical-practice/C81051
Oulton Medical Centre,LS26 8SZ,https://www.nhs.uk/services/gp-surgery/oulton-medical-centre/B86006
King's Medical Practice,WF6 2AZ,https://www.nhs.uk/services/gp-surgery/king-s-medical-practice/B87039
Patience Lane Surgery,WF6 2JZ,https://www.nhs.uk/services/gp-surgery/patience-lane-surgery/B87602
Dr Campbell and Partners,CH3 8ET,https://www.nhs.uk/services/gp-surgery/dr-campbell-and-partners/N81018002
Lakenham Surgery,NR1 3JJ,https://www.nhs.uk/services/gp-surgery/lakenham-surgery/D82026
Horizon Healthcare,DE1 1TH,https://www.nhs.uk/services/gp-surgery/horizon-healthcare/C81006
Horizon Healthcare,DE22 4AT,https://www.nhs.uk/services/gp-surgery/horizon-healthcare/C81006001
Humbleyard Practice,NR4 6TA,https://www.nhs.uk/services/gp-surgery/humbleyard-practice/D82064
"Thorpewood Medical Group, Dussindale Branch",NR7 0SR,https://www.nhs.uk/services/gp-surgery/thorpewood-medical-group-dussindale-branch/D82048001
Norwich Practices Health Centre,NR1 1RB,https://www.nhs.uk/services/gp-surgery/norwich-practices-health-centre/Y02751
St Stephens Gate Medical Partnership,NR2 2TJ,https://www.nhs.uk/services/gp-surgery/st-stephens-gate-medical-partnership/D82008
Hawthorns Medical Centre,B66 2DD,https://www.nhs.uk/services/gp-surgery/hawthorns-medical-centre/M88041
Isca Medical Practice,EX1 2DW,https://www.nhs.uk/services/gp-surgery/isca-medical-practice/L83099
Mount Pleasant Health Centre,EX4 7BW,https://www.nhs.uk/services/gp-surgery/mount-pleasant-health-centre/L83066
BARNFIELD HILL SURGERY,EX1 1SR,https://www.nhs.uk/services/gp-surgery/barnfield-hill-surgery/L83024
Dr Kulshrestha Family Practice,B18 7AL,https://www.nhs.uk/services/gp-surgery/dr-kulshrestha-family-practice/M85686
Cavendish Medical Practice,B18 7AL,https://www.nhs.uk/services/gp-surgery/cavendish-medical-practice/M85642
St Leonards Practice,EX1 1SB,https://www.nhs.uk/services/gp-surgery/st-leonards-practice/L83042
Wyndham House Surgery,EX5 4HZ,https://www.nhs.uk/services/gp-surgery/wyndham-house-surgery/L83134
Southernhay House Surgery,EX1 1RX,https://www.nhs.uk/services/gp-surgery/southernhay-house-surgery/L83058
Clock Tower Surgery,EX4 6PD,https://www.nhs.uk/services/gp-surgery/clock-tower-surgery/L83673
High Street Surgery,EN8 0BX,https://www.nhs.uk/services/gp-surgery/high-street-surgery/E82133
Stockwell Lodge Med.Ctr.,EN7 6HL,https://www.nhs.uk/services/gp-surgery/stockwell-lodge-med-ctr/E82115
Warden Lodge Medical Practice,EN8 8NW,https://www.nhs.uk/services/gp-surgery/warden-lodge-medical-practice/E82123
Corfe Castle Surgery,BH20 5HH,https://www.nhs.uk/services/gp-surgery/corfe-castle-surgery/J81612
The Health Centre (Holmes Chapel),CW4 7BB,https://www.nhs.uk/services/gp-surgery/the-health-centre-holmes-chapel/N81077
Waters Edge Medical Centre,CW10 9BH,https://www.nhs.uk/services/gp-surgery/waters-edge-medical-centre/N81642
Oaklands,CW10 9BE,https://www.nhs.uk/services/gp-surgery/oaklands/N81039
Middlewich Road Surgery,CW9 7DB,https://www.nhs.uk/services/gp-surgery/middlewich-road-surgery/N81113
Knutsford Medical Partnership,WA16 0LY,https://www.nhs.uk/services/gp-surgery/knutsford-medical-partnership/N81049
Chelford Surgery,SK11 9BS,https://www.nhs.uk/services/gp-surgery/chelford-surgery/N81069
Witton Street Surgery,CW9 5QU,https://www.nhs.uk/services/gp-surgery/witton-street-surgery/N81061
Scott Rowe,EX13 5DU,https://www.nhs.uk/services/gp-surgery/scott-rowe/L83020002
Axminster Medical Practice,EX13 5AG,https://www.nhs.uk/services/gp-surgery/axminster-medical-practice/L83020
David Lewis Medical Practice,SK9 7UD,https://www.nhs.uk/services/gp-surgery/david-lewis-medical-practice/Y05750
Danebridge Medical Centre,CW9 5HR,https://www.nhs.uk/services/gp-surgery/danebridge-medical-centre/N81087
Watling Street Surgery,CW9 5EX,https://www.nhs.uk/services/gp-surgery/watling-street-surgery/N81055
Restharrow,EX13 5AQ,https://www.nhs.uk/services/gp-surgery/restharrow/L83020001
The Colyton Health Centre,EX24 6ET,https://www.nhs.uk/services/gp-surgery/the-colyton-health-centre/L83007001
New Pond Row Surgery,BN15 8AN,https://www.nhs.uk/services/gp-surgery/new-pond-row-surgery/H82091
Coventry University Medical Centre,CV1 5QP,https://www.nhs.uk/services/gp-surgery/coventry-university-medical-centre/M86009001
Kelsall Medical Centre,CW6 0SN,https://www.nhs.uk/services/gp-surgery/kelsall-medical-centre/N81120
Park View Surgery,WF6 2BU,https://www.nhs.uk/services/gp-surgery/park-view-surgery/Z0R1H
Queen Street Surgery,WF6 2BU,https://www.nhs.uk/services/gp-surgery/queen-street-surgery/K1C0E
Newland Surgery,WF6 1QD,https://www.nhs.uk/services/gp-surgery/newland-surgery/B87033
Alliance Teaching Practice at Stoke Aldermoor,CV3 1BN,https://www.nhs.uk/services/gp-surgery/alliance-teaching-practice-at-stoke-aldermoor/T4V5U
Holyhead Surgery,CV1 4DH,https://www.nhs.uk/services/gp-surgery/holyhead-surgery/M86016001
Park House,CV1 2DL,https://www.nhs.uk/services/gp-surgery/park-house/M86044
St Georges Road Surgery,CV1 2DL,https://www.nhs.uk/services/gp-surgery/st-georges-road-surgery/M86610
Mansfield Medical Centre,CV3 1JB,https://www.nhs.uk/services/gp-surgery/mansfield-medical-centre/M86017
Drs Adey & Dancy,CW6 0RY,https://www.nhs.uk/services/gp-surgery/drs-adey-and-dancy/N81031002
Lache Health Centre,CH4 8HX,https://www.nhs.uk/services/gp-surgery/lache-health-centre/N81115
Heath Lane Medical Centre,CH3 5UJ,https://www.nhs.uk/services/gp-surgery/heath-lane-medical-centre/N81009
The Handbridge Med.Ctr.,CH4 7JS,https://www.nhs.uk/services/gp-surgery/the-handbridge-med-ctr/N81101
Dr T P Fox & Partners,LS15 9JH,https://www.nhs.uk/services/gp-surgery/dr-t-p-fox-and-partners/B86075
Stuart Road,WF8 4PQ,https://www.nhs.uk/services/gp-surgery/stuart-road/B87015
Northgate Surgery,WF8 1NF,https://www.nhs.uk/services/gp-surgery/northgate-surgery/B87007
Marsh Street Surgery (Dr Freeman & Partners),LS26 0AG,https://www.nhs.uk/services/gp-surgery/marsh-street-surgery-dr-freeman-and-partners/B86006003
Station Lane,WF7 6JL,https://www.nhs.uk/services/gp-surgery/station-lane/B87032
Burford Surgery,OX18 4LS,https://www.nhs.uk/services/gp-surgery/burford-surgery/K84047
Dr B S Browning and Partners,LS26 0AE,https://www.nhs.uk/services/gp-surgery/dr-b-s-browning-and-partners/B86020001
Friarwood Surgery,WF8 1SU,https://www.nhs.uk/services/gp-surgery/friarwood-surgery/B87011
Botesdale Health Centre,IP22 1DW,https://www.nhs.uk/services/gp-surgery/botesdale-health-centre/D83033
Stanton Surgery,IP31 2XA,https://www.nhs.uk/services/gp-surgery/stanton-surgery/D83070
Stanton Health Centre,IP31 2XA,https://www.nhs.uk/services/gp-surgery/stanton-health-centre/D83007001
Modality St James,B21 0HR,https://www.nhs.uk/services/gp-surgery/modality-st-james/M85178003
Holyhead Primary Health Care Centre,B21 0HL,https://www.nhs.uk/services/gp-surgery/holyhead-primary-health-care-centre/M85721
The Beaches Medical Centre - Magdalen Way Branch,NR31 7BP,https://www.nhs.uk/services/gp-surgery/the-beaches-medical-centre-magdalen-way-branch/D82003004
Trinity & Bowthorpe Medical Practice,NR2 2BG,https://www.nhs.uk/services/gp-surgery/trinity-and-bowthorpe-medical-practice/D82017
Beaches Medical Centre,NR31 6QB,https://www.nhs.uk/services/gp-surgery/beaches-medical-centre/D82003
Ixworth Surgery,IP31 2HD,https://www.nhs.uk/services/gp-surgery/ixworth-surgery/D83007
Handsworth Medical Pract.,B21 9NH,https://www.nhs.uk/services/gp-surgery/handsworth-medical-pract/M85082
Soho Health Centre,B21 9RY,https://www.nhs.uk/services/gp-surgery/soho-road-health-centre/M85757
Soho Road Primary Care Centre,B21 9RY,https://www.nhs.uk/services/gp-surgery/soho-road-primary-care-centre/M85715
Biddulph Doctors,ST8 6AG,https://www.nhs.uk/services/gp-surgery/biddulph-doctors/M83089
Cromwell Medical Centre,EN7 5DL,https://www.nhs.uk/services/gp-surgery/cromwell-medical-centre/E82079
Biddulph Valley Surgery,ST8 6AG,https://www.nhs.uk/services/gp-surgery/biddulph-valley-surgery/M83046
Stanhope Surgery,EN8 7DJ,https://www.nhs.uk/services/gp-surgery/stanhope-surgery/E82638
Abbey Road Surgery,EN8 7LJ,https://www.nhs.uk/services/gp-surgery/abbey-road-surgery/E82042
Valley View Health Centre,EN7 5ET,https://www.nhs.uk/services/gp-surgery/valley-view-health-centre/E82081001
Honiton Surgery,EX14 2NY,https://www.nhs.uk/services/gp-surgery/honiton-surgery/L83002
Budleigh Salterton Medical Practice,EX9 6LS,https://www.nhs.uk/services/gp-surgery/budleigh-salterton-medical-practice/L83011
Student Health Centre,EX4 4QP,https://www.nhs.uk/services/gp-surgery/student-health-centre/L83016002
Exwick Health Centre,EX4 2AD,https://www.nhs.uk/services/gp-surgery/exwick-health-centre/L83016001
Kingsmead Medical Centre,CW9 8UW,https://www.nhs.uk/services/gp-surgery/kingsmead-medical-centre/N81087002
Seaton & Colyton Medical Practice,EX12 2DU,https://www.nhs.uk/services/gp-surgery/seaton-and-colyton-medical-practice/L83007
Townsend House Medical Centre,EX12 2RY,https://www.nhs.uk/services/gp-surgery/townsend-house-medical-centre/L83054
Dr Mallon T J and Partners,WA16 7HH,https://www.nhs.uk/services/gp-surgery/dr-mallon-t-j-and-partners/N81049002
Willow Wood Surgery,CW7 3GY,https://www.nhs.uk/services/gp-surgery/willow-wood-surgery/N81123
Firdale Medical Centre,CW8 4AZ,https://www.nhs.uk/services/gp-surgery/firdale-medical-centre/N81025
Walrond Medical Centre,EX12 3EE,https://www.nhs.uk/services/gp-surgery/walrond-medical-centre/L83054001
Oakwood Medical Centre,CW8 4LF,https://www.nhs.uk/services/gp-surgery/oakwood-medical-centre/N81067
The Almondbury Surgery,HD5 8XW,https://www.nhs.uk/services/gp-surgery/the-almondbury-surgery/B85023
Dalton Surgery,HD5 8DY,https://www.nhs.uk/services/gp-surgery/dalton-surgery/B85010
The Junction Surgery,HD5 8BE,https://www.nhs.uk/services/gp-surgery/the-junction-surgery/B85660
The Waterloo Practice,HD5 9XP,https://www.nhs.uk/services/gp-surgery/the-waterloo-practice/B85024
Newsome Surgery Limited,HD4 6JE,https://www.nhs.uk/services/gp-surgery/newsome-surgery-limited/B85037
Lepton and Kirkheaton Surgeries,HD8 0HH,https://www.nhs.uk/services/gp-surgery/lepton-and-kirkheaton-surgeries/B85031
Boughton Medical Group,CH2 3DP,https://www.nhs.uk/services/gp-surgery/boughton-medical-group/N81034
Drs Adey & Dancy,CH3 8BH,https://www.nhs.uk/services/gp-surgery/drs-adey-and-dancy/N81031001
Family Doctors,LS15 8NN,https://www.nhs.uk/services/gp-surgery/family-doctors/B86648
New Cross Surgery,LS26 0UE,https://www.nhs.uk/services/gp-surgery/new-cross-surgery/B86658001
Rothwell Health Centre,LS26 0UE,https://www.nhs.uk/services/gp-surgery/rothwell-health-centre/F5J2N
University Health Centre,HD1 3AL,https://www.nhs.uk/services/gp-surgery/university-health-centre/B85062
Lockwood Surgery,HD1 3XH,https://www.nhs.uk/services/gp-surgery/lockwood-surgery/B85641
Meltham Road Surgery,HD1 3UP,https://www.nhs.uk/services/gp-surgery/meltham-road-surgery/B85016
Thornton Lodge Surgery,HD1 3SB,https://www.nhs.uk/services/gp-surgery/thornton-lodge-surgery/B85044
Stanley,WF3 4HS,https://www.nhs.uk/services/gp-surgery/stanley/B87019
St Thomas Road Surgery,WF7 5HE,https://www.nhs.uk/services/gp-surgery/st-thomas-road-surgery/B87009
Church View Surgery,LS15 8BZ,https://www.nhs.uk/services/gp-surgery/church-view-surgery/B86016001
Kirpal Medical Practice,B21 9RY,https://www.nhs.uk/services/gp-surgery/kirpal-medical-practice/M85176
Soho Road Health Centre,B21 9RY,https://www.nhs.uk/services/gp-surgery/soho-road-health-centre/M85757
Kenninghall Practice,NR16 2EF,https://www.nhs.uk/services/gp-surgery/kenninghall-practice/D82042002
King's Ride Surgery,NR16 2EF,https://www.nhs.uk/services/gp-surgery/king-s-ride-surgery/D82042001
Bacon Road Medical Centre,NR2 3QX,https://www.nhs.uk/services/gp-surgery/bacon-road-medical-centre/D82060
UEA Medical Centre,NR4 7TJ,https://www.nhs.uk/services/gp-surgery/uea-medical-centre/D82088
Alderburgh Surgery,IP15 5BR,https://www.nhs.uk/services/gp-surgery/alderburgh-surgery/D83054007
Lofthouse Surgery,WF3 3SA,https://www.nhs.uk/services/gp-surgery/lofthouse-surgery/B86020
Manston Surgery,LS15 8BZ,https://www.nhs.uk/services/gp-surgery/manston-surgery/B86009
Modality Enki Medical Practice,B19 1BP,https://www.nhs.uk/services/gp-surgery/modality-enki-medical-practice/M85178
Hamstead Road Surgery,B20 2QR,https://www.nhs.uk/services/gp-surgery/hamstead-road-surgery/M85009
Burbury Medical Centre,B19 1TT,https://www.nhs.uk/services/gp-surgery/burbury-medical-centre/M85701
Finch Road Primary Care Centre,B19 1HS,https://www.nhs.uk/services/gp-surgery/finch-road-primary-care-centre/M85154
E Harling & Kenninghall Medical Practice,NR16 2AD,https://www.nhs.uk/services/gp-surgery/e-harling-and-kenninghall-medical-practice/D82042
The Humbleyard Practice,NR9 3AB,https://www.nhs.uk/services/gp-surgery/the-humbleyard-practice/D82064002
Wymondham Medical Partnership,NR18 0RF,https://www.nhs.uk/services/gp-surgery/wymondham-medical-partnership/D82045
The Limes Medical Centre - Finch Road Branch,B19 1HS,https://www.nhs.uk/services/gp-surgery/the-limes-medical-centre-finch-road-branch/M85024002
Raydocs Newtown,B19 2ET,https://www.nhs.uk/services/gp-surgery/raydocs-newtown/M85020
Heathfield Family Centre,B19 1HL,https://www.nhs.uk/services/gp-surgery/heathfield-family-centre/M85634
Medicus Health Partners - Freezywater,EN3 6PN,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-freezywater/Z8G3I
The Ordnance Unity Centre For Health,EN3 6ND,https://www.nhs.uk/services/gp-surgery/the-ordnance-unity-centre-for-health/F85023
Glenside Medical Centre,PL7 4DR,https://www.nhs.uk/services/gp-surgery/glenside-medical-centre/L83100005
Fellview Healthcare,CA22 2BD,https://www.nhs.uk/services/gp-surgery/fellview-healthcare/A82044
Foxhayes Practice,EX4 2BH,https://www.nhs.uk/services/gp-surgery/foxhayes-practice/Y00568
Redlands Primary Care – Thorverton,EX5 5NT,https://www.nhs.uk/services/gp-surgery/redlands-primary-care-%E2%80%93-thorverton/L83127001
Seahouses Surgery Belford Medical Practice,NE68 7YN,https://www.nhs.uk/services/gp-surgery/seahouses-surgery-belford-medical-practice/A84008001
Seahouses Health Centre,NE68 7XZ,https://www.nhs.uk/services/gp-surgery/seahouses-health-centre/A84006001
Beaumont Villa Surgery,PL4 9BL,https://www.nhs.uk/services/gp-surgery/beaumont-villa-surgery/L83018
Friary House Surgery,PL4 9BH,https://www.nhs.uk/services/gp-surgery/friary-house-surgery/L83072
Pathfields Practice,PL7 1AD,https://www.nhs.uk/services/gp-surgery/pathfields-practice/L83008003
Beacon Medical Group,PL7 1AD,https://www.nhs.uk/services/gp-surgery/beacon-medical-group/L83100
Swan Medical Group - Liss Surgery,GU33 7LE,https://www.nhs.uk/services/gp-surgery/swan-medical-group-liss-surgery/L1F7I
Pathfields Medical Group,PL7 1AD,https://www.nhs.uk/services/gp-surgery/pathfields-medical-group/L83008
Plympton Health Centre,PL7 1AD,https://www.nhs.uk/services/gp-surgery/plympton-health-centre/L83100001
Adur Health Partnership,BN43 5US,https://www.nhs.uk/services/gp-surgery/adur-health-partnership/H82023
The Elizabeth Courtauld Surgery,CO9 1EX,https://www.nhs.uk/services/gp-surgery/the-elizabeth-courtauld-surgery/F81068
City Walls Medical Centre,CH1 2NR,https://www.nhs.uk/services/gp-surgery/city-walls-medical-centre/N81082
St Werburgh's Medical Practice Homeless,CH1 3EQ,https://www.nhs.uk/services/gp-surgery/st-werburgh-s-medical-practice-homeless/N81655
Northgate Village Surgery,CH1 4DS,https://www.nhs.uk/services/gp-surgery/northgate-village-surgery/N81121
Fountains Medical Practice,CH1 4DS,https://www.nhs.uk/services/gp-surgery/fountains-medical-practice/N81102
Northgate Medical Centre,CH1 4DS,https://www.nhs.uk/services/gp-surgery/northgate-medical-centre/N81080
The Whitehouse Centre,HD1 4EW,https://www.nhs.uk/services/gp-surgery/the-whitehouse-centre/B85659
Kirkburton Health Centre,HD8 0SJ,https://www.nhs.uk/services/gp-surgery/kirkburton-health-centre/B85026
The Elms Medical Centre,CH1 4DS,https://www.nhs.uk/services/gp-surgery/the-elms-medical-centre/N81079
Garden Lane Medical Ctr.,CH1 4EN,https://www.nhs.uk/services/gp-surgery/garden-lane-medical-ctr/N81081
Rose Medical Practice,HD1 5PU,https://www.nhs.uk/services/gp-surgery/rose-medical-practice/B85058
Greenhead Family Doctors,HD1 5PX,https://www.nhs.uk/services/gp-surgery/greenhead-family-doctors/B85060
Kirkheaton Surgery,HD5 0ET,https://www.nhs.uk/services/gp-surgery/kirkheaton-surgery/B85031001
Honley Surgery,HD9 6AG,https://www.nhs.uk/services/gp-surgery/honley-surgery/B85022
School Lane Surgery,IP24 2AG,https://www.nhs.uk/services/gp-surgery/school-lane-surgery/D82041
School Lane PMS Practice,IP24 2AG,https://www.nhs.uk/services/gp-surgery/school-lane-pms-practice/Y01690
Paddock And Longwood Family Practice,HD1 4TS,https://www.nhs.uk/services/gp-surgery/paddock-and-longwood-family-practice/B85042
Crosland Moor Surgery,HD4 5RX,https://www.nhs.uk/services/gp-surgery/crosland-moor-surgery/Y04266
Croft Medical Centre,HD2 2RU,https://www.nhs.uk/services/gp-surgery/croft-medical-centre/B85614
8 - 10 Brook Street,HD2 2RU,https://www.nhs.uk/services/gp-surgery/8-10-brook-street/B85614001
Grove Surgery,IP24 2HY,https://www.nhs.uk/services/gp-surgery/grove-surgery/D82002
Thetford Health Living Centre,IP24 1JD,https://www.nhs.uk/services/gp-surgery/thetford-health-living-centre/Y01690001
Thetford Healthy Living Centre (School Lane Surgery),IP24 1JD,https://www.nhs.uk/services/gp-surgery/thetford-healthy-living-centre-school-lane-surgery/D82041001
Cuffley And Goffs Oak Medical Practice,EN6 4JA,https://www.nhs.uk/services/gp-surgery/cuffley-and-goffs-oak-medical-practice/E82081
Windmill Surgery,NR18 0AF,https://www.nhs.uk/services/gp-surgery/windmill-surgery/D82624
Medicus Health Partners - Hertford Road,EN3 5PR,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-hertford-road/O0H1S
Ridge Green Medical Practice,SN5 5PX,https://www.nhs.uk/services/gp-surgery/ridge-green-medical-practice/J83064
Cheriton Fitzpaine Surgery,EX17 4JB,https://www.nhs.uk/services/gp-surgery/cheriton-fitzpaine-surgery/L83023001
Sparcells Surgery,SN5 5AN,https://www.nhs.uk/services/gp-surgery/sparcells-surgery/Y03671
Adur Health Partnership - Northbourne Medical Centre,BN43 6BT,https://www.nhs.uk/services/gp-surgery/adur-health-partnership-northbourne-medical-centre/H6Z1B
Wyke Regis & Lanehouse Medical Practice,DT4 9BE,https://www.nhs.uk/services/gp-surgery/wyke-regis-and-lanehouse-medical-practice/J81051
Cross Road Surgery,DT4 9QX,https://www.nhs.uk/services/gp-surgery/cross-road-surgery/J81075
Wycliffe Surgery,PL4 0BZ,https://www.nhs.uk/services/gp-surgery/wycliffe-surgery/L83076
West Hoe Surgery,PL1 3BS,https://www.nhs.uk/services/gp-surgery/west-hoe-surgery/L83112
Chaddlewood Medical Practice,PL7 2QP,https://www.nhs.uk/services/gp-surgery/chaddlewood-medical-practice/L83100003
Millbrook Surgery,PL10 1DE,https://www.nhs.uk/services/gp-surgery/millbrook-surgery/Y00969002
The Surgery,PL11 3LD,https://www.nhs.uk/services/gp-surgery/the-surgery/L82043001
Dean Cross Surgery,PL9 9DL,https://www.nhs.uk/services/gp-surgery/dean-cross-surgery/L83021
Church View Surgery,PL9 9BN,https://www.nhs.uk/services/gp-surgery/church-view-surgery/L83064
Hilary Cottage Surgery,GL7 4BQ,https://www.nhs.uk/services/gp-surgery/hilary-cottage-surgery/L84053
Park Medical Centre,CH2 3RD,https://www.nhs.uk/services/gp-surgery/park-medical-centre/N81046
Hartington Surgery,SK17 0AQ,https://www.nhs.uk/services/gp-surgery/hartington-surgery/C81082
Dr Handa & Partner,HD2 1AE,https://www.nhs.uk/services/gp-surgery/dr-handa-and-partner/B85611
The Grange Medical Practice,HD2 2QA,https://www.nhs.uk/services/gp-surgery/the-grange-medical-practice/B85028
Waterhouses Medical Pract,ST10 3HY,https://www.nhs.uk/services/gp-surgery/waterhouses-medical-pract/M83122
Credas Medical - Winster Medical Centre,DE4 2DL,https://www.nhs.uk/services/gp-surgery/credas-medical-winster-medical-centre/C81030002
Credas Medical - Youlgreave Medical Centre,DE45 1WG,https://www.nhs.uk/services/gp-surgery/credas-medical-youlgreave-medical-centre/C81030001
Hulland Ward Medical Centre,DE6 3EA,https://www.nhs.uk/services/gp-surgery/hulland-ward-medical-centre/C81075001
Netherton Surgery,HD4 7EX,https://www.nhs.uk/services/gp-surgery/netherton-surgery/B85036001
Marsh Surgery,HD1 4LE,https://www.nhs.uk/services/gp-surgery/marsh-surgery/B85623
Westbourne Surgery,HD1 4QR,https://www.nhs.uk/services/gp-surgery/westbourne-surgery/B85636
