gp,nhs_url
Islingword Road Surgery,https://www.nhs.uk/services/gp-surgery/islingword-road-surgery/G81038002
Ardingly Court Surgery,https://www.nhs.uk/services/gp-surgery/ardingly-court-surgery/G81006
Modality Mid Sussex,https://www.nhs.uk/services/gp-surgery/modality-mid-sussex/H82040
Hockley Medical Practice,https://www.nhs.uk/services/gp-surgery/hockley-medical-practice/M85797
Ashby Clinic And Childrens Centre,https://www.nhs.uk/services/gp-surgery/ashby-clinic-and-childrens-centre/B81118001
St John's Chapel Branch Surgery,https://www.nhs.uk/services/gp-surgery/st-john-s-chapel-branch-surgery/A83035002
Alston Medical Practice,https://www.nhs.uk/services/gp-surgery/alston-medical-practice/A82004
The Weardale Practice,https://www.nhs.uk/services/gp-surgery/the-weardale-practice/A83035
Haydon Bridge & Allendale Medical Pract,https://www.nhs.uk/services/gp-surgery/haydon-bridge-and-allendale-medical-pract/A84045
Burn Brae Medical Group,https://www.nhs.uk/services/gp-surgery/burn-brae-medical-group/A84024
The Sele Medical Practice,https://www.nhs.uk/services/gp-surgery/the-sele-medical-practice/A84033
Outwood Park Medical Centre,https://www.nhs.uk/services/gp-surgery/outwood-park-medical-centre/B87013
College Lane Surgery,https://www.nhs.uk/services/gp-surgery/college-lane-surgery/B87003
St Mary Street Surgery,https://www.nhs.uk/services/gp-surgery/st-mary-street-surgery/L81103
St. Michael's Surgery,https://www.nhs.uk/services/gp-surgery/st-michael-s-surgery/L81069
Wolsingham Branch Surgery,https://www.nhs.uk/services/gp-surgery/wolsingham-branch-surgery/A83035001
Eastmoor Health Centre,https://www.nhs.uk/services/gp-surgery/eastmoor-health-centre/B87604
Shenstone House Surgery,https://www.nhs.uk/services/gp-surgery/shenstone-house-surgery/B86057001
Much Hadham Health Centre,https://www.nhs.uk/services/gp-surgery/much-hadham-health-centre/E82021
Queens Road Surgery,https://www.nhs.uk/services/gp-surgery/spring-hall-group-practice-at-queens-road-surgery/B84012002
Consett Medical Centre,https://www.nhs.uk/services/gp-surgery/consett-medical-centre/A83018
Leadgate Surgery,https://www.nhs.uk/services/gp-surgery/leadgate-surgery/A83636
Wraysdale House Surgery,https://www.nhs.uk/services/gp-surgery/wraysdale-house-surgery/A82613
Hawkshead Surgery,https://www.nhs.uk/services/gp-surgery/hawkshead-surgery/A82005002
The Lakeside Practice,https://www.nhs.uk/services/gp-surgery/the-lakeside-practice/C86016
Bishop's Park Health Centre,https://www.nhs.uk/services/gp-surgery/bishop-s-park-health-centre/E82074001
Oakfields Health Group,https://www.nhs.uk/services/gp-surgery/oakfields-health-group/A83618
Dipton Surgery,https://www.nhs.uk/services/gp-surgery/dipton-surgery/A83618001
Croft View Surgery,https://www.nhs.uk/services/gp-surgery/croft-view-surgery/A83617001
Chopwell Primary Healthcare Centre,https://www.nhs.uk/services/gp-surgery/chopwell-primary-healthcare-centre/A85024
Drs Lambert & NG,https://www.nhs.uk/services/gp-surgery/drs-lambert-and-ng/A83073
South Grange Medical Group Practice,https://www.nhs.uk/services/gp-surgery/south-grange-medical-group-practice/A81042
Normanby Medical Centre,https://www.nhs.uk/services/gp-surgery/normanby-medical-centre/A81021
The Eston Surgery,https://www.nhs.uk/services/gp-surgery/the-eston-surgery/A81065
Skerne Medical Group,https://www.nhs.uk/services/gp-surgery/skerne-medical-group/A83054
Stanley Medical Group - Front Street,https://www.nhs.uk/services/gp-surgery/stanley-medical-group-front-street/A83023001
Springwood Surgery,https://www.nhs.uk/services/gp-surgery/springwood-surgery/A81005
The Garth,https://www.nhs.uk/services/gp-surgery/the-garth/A81032
Gunnislake Health Centre,https://www.nhs.uk/services/gp-surgery/gunnislake-health-centre/L82012001
Port Isaac Surgery,https://www.nhs.uk/services/gp-surgery/port-isaac-surgery/L82003
Blisland Village Hall,https://www.nhs.uk/services/gp-surgery/blisland-village-hall/L82003003
Port Isaac Practice,https://www.nhs.uk/services/gp-surgery/port-isaac-practice/L82003001
Chellaston Medical Centre,https://www.nhs.uk/services/gp-surgery/chellaston-medical-centre/C81108003
Lister House Chellaston,https://www.nhs.uk/services/gp-surgery/lister-house-chellaston/Y05286
Alvaston Medical Centre,https://www.nhs.uk/services/gp-surgery/alvaston-medical-centre/C81047
Parkfields Surgery,https://www.nhs.uk/services/gp-surgery/parkfields-surgery/Y05733
Sinfin Moor Health Centre,https://www.nhs.uk/services/gp-surgery/sinfin-moor-health-centre/C81054002
VILLAGE SURGERY,https://www.nhs.uk/services/gp-surgery/the-village-surgery/P88041
Peartree Medical Centre,https://www.nhs.uk/services/gp-surgery/peartree-medical-centre/C81616
Gildersome Health Centre,https://www.nhs.uk/services/gp-surgery/gildersome-health-centre/B86101
Hazlemere Surgery,https://www.nhs.uk/services/gp-surgery/hazlemere-surgery/K82017001
Chancellor House Surgery,https://www.nhs.uk/services/gp-surgery/chancellor-house-surgery/K81644001
Russell Street Surgery,https://www.nhs.uk/services/gp-surgery/russell-street-surgery/K81636
Spring Hall Group Practice @ Siddal Surgery,https://www.nhs.uk/services/gp-surgery/spring-hall-group-practice-@-siddal-surgery/A6Y6Z
Coastal Medical Partnership,https://www.nhs.uk/services/gp-surgery/coastal-medical-partnership/J82007
New Milton Health Centre,https://www.nhs.uk/services/gp-surgery/new-milton-health-centre/J82007001
London Street Surgery,https://www.nhs.uk/services/gp-surgery/london-street-surgery/K81007
Park House,https://www.nhs.uk/services/gp-surgery/park-house-medical-centre/N83024
St Georges Road Surgery,https://www.nhs.uk/services/gp-surgery/st-georges-road-surgery/M86610
Rothwell Medical Centre,https://www.nhs.uk/services/gp-surgery/rothwell-medical-centre/K83021
Clay Lane Medical Practice,https://www.nhs.uk/services/gp-surgery/clay-lane-medical-practice/M86041
South Leicestershire Medical Group - Two Shires Surgery,https://www.nhs.uk/services/gp-surgery/south-leicestershire-medical-group-two-shires-surgery/C82001003
Godiva Group Practice,https://www.nhs.uk/services/gp-surgery/godiva-group-practice/M86016
Gosford Green Surgery,https://www.nhs.uk/services/gp-surgery/gosford-green-surgery/M86016002
Torcross Medical Centre,https://www.nhs.uk/services/gp-surgery/torcross-medical-centre/Y00140
Dr A L Jeffries-Beckley and Partners,https://www.nhs.uk/services/gp-surgery/dr-a-l-jeffries-beckley-and-partners/C82093001
Ashby Turn Primary Care Partners,https://www.nhs.uk/services/gp-surgery/ashby-turn-primary-care-partners/B81045
Hobmoor Road Surgery,https://www.nhs.uk/services/gp-surgery/hobmoor-road-surgery/M85706001
Rowlands Road Surgery,https://www.nhs.uk/services/gp-surgery/rowlands-road-surgery/M85171
Henley Green Medical Centre,https://www.nhs.uk/services/gp-surgery/henley-green-medical-centre/M86035
Cambridge Avenue Medical Centre,https://www.nhs.uk/services/gp-surgery/cambridge-avenue-medical-centre/B81022
West Town Surgery,https://www.nhs.uk/services/gp-surgery/west-town-surgery/B81647
Dr Rai & Partners,https://www.nhs.uk/services/gp-surgery/dr-rai-and-partners/B81109001
The Central Surgery Barton,https://www.nhs.uk/services/gp-surgery/the-central-surgery-barton/B81005
MANOR HOUSE LANE SURGERY,https://www.nhs.uk/services/gp-surgery/manor-house-lane-surgery/M89009
Rotton Park Medical Centre,https://www.nhs.uk/services/gp-surgery/rotton-park-medical-centre/M85098
Broadway Surgery,https://www.nhs.uk/services/gp-surgery/the-broadway-surgery/F86013
Tamar Valley Health,https://www.nhs.uk/services/gp-surgery/tamar-valley-health/L82012
Bere Alston Surgery,https://www.nhs.uk/services/gp-surgery/bere-alston-surgery/L83101001
Wellsbourne Healthcare CIC,https://www.nhs.uk/services/gp-surgery/wellsbourne-healthcare-cic/Y06007
Barrowden Surgery,https://www.nhs.uk/services/gp-surgery/barrowden-surgery/C82077003
Ixworth Surgery,https://www.nhs.uk/services/gp-surgery/ixworth-surgery/D83007
Corbridge Health Centre,https://www.nhs.uk/services/gp-surgery/corbridge-health-centre/A84018
Haltwhistle Medical Group,https://www.nhs.uk/services/gp-surgery/haltwhistle-medical-group/A84034
Desborough Surgery,https://www.nhs.uk/services/gp-surgery/desborough-surgery/K82017
Woolpit Health Centre,https://www.nhs.uk/services/gp-surgery/woolpit-health-centre/D83055
Branch End Surgery,https://www.nhs.uk/services/gp-surgery/branch-end-surgery/A84047
Humshaugh & Wark Med Grp,https://www.nhs.uk/services/gp-surgery/humshaugh-and-wark-med-grp/A84040
Charlton House,https://www.nhs.uk/services/gp-surgery/charlton-house-medical-centre/F85017
Dr Garrett T & Partners,https://www.nhs.uk/services/gp-surgery/dr-garrett-t-and-partners/L81045001
Beehive Surgery,https://www.nhs.uk/services/gp-surgery/beehive-surgery/P82616
Snainton Surgery,https://www.nhs.uk/services/gp-surgery/snainton-surgery/B82063001
Stonedale Surgery,https://www.nhs.uk/services/gp-surgery/stonedale-surgery/B82033001
Thornton Dale Surgery,https://www.nhs.uk/services/gp-surgery/thornton-dale-surgery/B82063002
Pickering Medical Practice,https://www.nhs.uk/services/gp-surgery/pickering-medical-practice/B82033
Askern Medical Practice,https://www.nhs.uk/services/gp-surgery/askern-medical-practice/C86605
Leigh View Medical Practice,https://www.nhs.uk/services/gp-surgery/leigh-view-medical-practice/B86064
Sherburn Surgery,https://www.nhs.uk/services/gp-surgery/sherburn-group-practice/B82031
Ayton and Snainton Medical Practice,https://www.nhs.uk/services/gp-surgery/ayton-and-snainton-medical-practice/B82063
Seamer Surgery,https://www.nhs.uk/services/gp-surgery/seamer-surgery/B82063003
Hackness Road Surgery,https://www.nhs.uk/services/gp-surgery/hackness-road-surgery/B82106
Moorends Surgery,https://www.nhs.uk/services/gp-surgery/moorends-surgery/C86614001
New Southgate Surgery,https://www.nhs.uk/services/gp-surgery/new-southgate-surgery/B87027
Derby Family medical centre,https://www.nhs.uk/services/gp-surgery/derby-family-medical-centre/C81118
Osmaston Surgery,https://www.nhs.uk/services/gp-surgery/osmaston-surgery/C81071
Derby Urgent Treatment Centre,https://www.nhs.uk/services/gp-surgery/derby-urgent-treatment-centre/Y01994
The Lanes Medical Centre,https://www.nhs.uk/services/gp-surgery/the-lanes-medical-centre/C81007002
Petroc Group Practice,https://www.nhs.uk/services/gp-surgery/petroc-group-practice/L82023
St Merryn Surgery,https://www.nhs.uk/services/gp-surgery/st-merryn-surgery/L82023005
Aston Surgery,https://www.nhs.uk/services/gp-surgery/aston-surgery/C81047001
Horizon Healthcare,https://www.nhs.uk/services/gp-surgery/horizon-healthcare/C81006
WILSON STREET SURGERY,https://www.nhs.uk/services/gp-surgery/wilson-street-surgery/C81009
Macklin Street Surgery,https://www.nhs.uk/services/gp-surgery/macklin-street-surgery/C81073
Derwent Valley Medical Practice,https://www.nhs.uk/services/gp-surgery/derwent-valley-medical-practice/C81014
The Park Medical Practice ,https://www.nhs.uk/services/gp-surgery/park-medical-practice/P91003
Cleckheaton Group Practice,https://www.nhs.uk/services/gp-surgery/cleckheaton-group-practice/B85021
The Greenway Medical Practice,https://www.nhs.uk/services/gp-surgery/the-greenway-medical-practice/B85030
York House Surgery,https://www.nhs.uk/services/gp-surgery/york-house-surgery/B85008002
New Wokingham Road Surgery,https://www.nhs.uk/services/gp-surgery/new-wokingham-road-surgery/K81080
Pembroke Surgery,https://www.nhs.uk/services/gp-surgery/pembroke-surgery/K81100
Oxford Road Branch Surgery,https://www.nhs.uk/services/gp-surgery/oxford-road-branch-surgery/B85655001
Brookside Group Practice,https://www.nhs.uk/services/gp-surgery/brookside-group-practice/K81047
Ringmead Medical Practice – Crowthorne,https://www.nhs.uk/services/gp-surgery/ringmead-medical-practice-%E2%80%93-crowthorne/K81030002
Eldon Square Surgery,https://www.nhs.uk/services/gp-surgery/eldon-square-surgery/K81100001
Witterings Medical Centre,https://www.nhs.uk/services/gp-surgery/witterings-medical-centre/H82095
Woodway Medical Centre,https://www.nhs.uk/services/gp-surgery/woodway-medical-centre/M86638
Coventry University Medical Centre,https://www.nhs.uk/services/gp-surgery/coventry-university-medical-centre/M86009001
Market Harborough Med.Ctr,https://www.nhs.uk/services/gp-surgery/market-harborough-med-ctr/C82009
Belchers Lane Surgery,https://www.nhs.uk/services/gp-surgery/belchers-lane-surgery/M85706002
City Road Medical Centre,https://www.nhs.uk/services/gp-surgery/city-road-medical-centre/F83064
Hessle Surgery,https://www.nhs.uk/services/gp-surgery/hessle-surgery/M4D3G
Jubilee Branch Surgery,https://www.nhs.uk/services/gp-surgery/jubilee-branch-surgery/B81043002
Willerby and Swanland Surgery,https://www.nhs.uk/services/gp-surgery/willerby-and-swanland-surgery/B81024
Hamd Medical Practice,https://www.nhs.uk/services/gp-surgery/hamd-medical-practice/Y03597
Oakleaf,https://www.nhs.uk/services/gp-surgery/oakleaf/Y02794
Summerfield Group Practice,https://www.nhs.uk/services/gp-surgery/summerfield-group-practice/Y00492/how-to-register
Dr AC Milner,https://www.nhs.uk/services/gp-surgery/dr-ac-milner/B81100
Messingham Family Health Centre,https://www.nhs.uk/services/gp-surgery/messingham-family-health-centre/B81022001
Belton Branch Surgery,https://www.nhs.uk/services/gp-surgery/belton-branch-surgery/B81043001
Woodingdean Medical Centre,https://www.nhs.uk/services/gp-surgery/woodingdean-medical-centre/G81065
Cavendish Medical Practice,https://www.nhs.uk/services/gp-surgery/cavendish-medical-centre/N85017
Heath Street Health Centre,https://www.nhs.uk/services/gp-surgery/heath-street-health-centre/Y06378
Dr Kulshrestha Family Practice,https://www.nhs.uk/services/gp-surgery/dr-kulshrestha-family-practice/M85686
Threemilestone Surgery,https://www.nhs.uk/services/gp-surgery/threemilestone-surgery/L82001001
Cornwall Health For Homeless,https://www.nhs.uk/services/gp-surgery/cornwall-health-for-homeless/Y00049
Lander Medical Practice,https://www.nhs.uk/services/gp-surgery/lander-medical-practice/L82001
Prudhoe Medical Group,https://www.nhs.uk/services/gp-surgery/prudhoe-medical-group/A84016
Oaklands Health Centre,https://www.nhs.uk/services/gp-surgery/oaklands-health-centre/B85610
The Adderlane Surgery,https://www.nhs.uk/services/gp-surgery/the-adderlane-surgery/A84614
Warrengate Medical Centre,https://www.nhs.uk/services/gp-surgery/warrengate-medical-centre/B87004
Three Spires Medical Practice,https://www.nhs.uk/services/gp-surgery/three-spires-medical-practice/L82028
Chacewater Health Centre,https://www.nhs.uk/services/gp-surgery/chacewater-health-centre/L82015
Perranporth Surgery,https://www.nhs.uk/services/gp-surgery/perranporth-surgery/L82013
St. Agnes Surgery,https://www.nhs.uk/services/gp-surgery/st-agnes-surgery/L82054
Carnon Downs Surgery,https://www.nhs.uk/services/gp-surgery/carnon-downs-surgery/L82061
Lanchester Medical Centre,https://www.nhs.uk/services/gp-surgery/lanchester-medical-centre/A83072
Crofton and Sharlston Med Prac,https://www.nhs.uk/services/gp-surgery/crofton-and-sharlston-med-prac/B87028
Greenview Medical Centre,https://www.nhs.uk/services/gp-surgery/greenview-medical-centre/B87026008
South Queen Medical Centre,https://www.nhs.uk/services/gp-surgery/south-queen-medical-centre/B86028
Windsor House Group Practice,https://www.nhs.uk/services/gp-surgery/windsor-house-group-practice/B86057
Uppingham School,https://www.nhs.uk/services/gp-surgery/uppingham-school/C82077004
The Uppingham Surgery,https://www.nhs.uk/services/gp-surgery/the-uppingham-surgery/C82077
Thetford Healthy Living Centre (School Lane Surgery),https://www.nhs.uk/services/gp-surgery/thetford-healthy-living-centre-school-lane-surgery/D82041001
Thetford Health Living Centre,https://www.nhs.uk/services/gp-surgery/thetford-health-living-centre/Y01690001
School Lane PMS Practice,https://www.nhs.uk/services/gp-surgery/school-lane-pms-practice/Y01690
Scarborough Medical Group,https://www.nhs.uk/services/gp-surgery/scarborough-medical-group/B82054
Haxby Group Scarborough,https://www.nhs.uk/services/gp-surgery/haxby-group-scarborough/B82038002
Belgrave Surgery,https://www.nhs.uk/services/gp-surgery/belgrave-medical-centre/M83068
Eastfield Medical Centre,https://www.nhs.uk/services/gp-surgery/eastfield-medical-centre/B82024
Mount Hawke Surgery,https://www.nhs.uk/services/gp-surgery/mount-hawke-surgery/L82054001
Carn to Coast Health Centres - St Day Surgery,https://www.nhs.uk/services/gp-surgery/carn-to-coast-health-centres-st-day-surgery/L82041001
Brook Square Surgery,https://www.nhs.uk/services/gp-surgery/brook-square-surgery/B82088
South Cliff Surgery,https://www.nhs.uk/services/gp-surgery/south-cliff-surgery/B82054002
Peasholm Surgery,https://www.nhs.uk/services/gp-surgery/peasholm-surgery/B82038003
CASTLE HEALTH CENTRE,https://www.nhs.uk/services/gp-surgery/castlefields-health-centre/N81019
Cloughton Surgery,https://www.nhs.uk/services/gp-surgery/cloughton-surgery/B82054001
Rush Hill Surgery,https://www.nhs.uk/services/gp-surgery/rush-hill-surgery/L81644
Park Farm Medical Centre,https://www.nhs.uk/services/gp-surgery/park-farm-medical-centre/C81064
Appletree Medical Practice - Little Eaton,https://www.nhs.uk/services/gp-surgery/appletree-medical-practice-little-eaton/C81048001
Derwent Medical Centre,https://www.nhs.uk/services/gp-surgery/derwent-medical-centre/C81652
TADDINGTON ROAD SURGERY,https://www.nhs.uk/services/gp-surgery/taddington-road-surgery/C81009001
Bentley Medical Practice,https://www.nhs.uk/services/gp-surgery/bentley-medical-practice/A81018
Derwent Valley Medical Practice (Branch Site),https://www.nhs.uk/services/gp-surgery/derwent-valley-medical-practice-branch-site/C81014001
Friar Gate Surgery,https://www.nhs.uk/services/gp-surgery/friar-gate-surgery/C81036
Esk Valley Medical Practice,https://www.nhs.uk/services/gp-surgery/esk-valley-medical-practice/B82086
The Ravenscar Surgery,https://www.nhs.uk/services/gp-surgery/the-ravenscar-surgery/Y00286
Hollybrook Medical Centre,https://www.nhs.uk/services/gp-surgery/hollybrook-medical-centre/C81054
Vernon Street Medical Ctr,https://www.nhs.uk/services/gp-surgery/vernon-street-medical-ctr/C81007
The Vernon Street Surgery,https://www.nhs.uk/services/gp-surgery/the-vernon-street-surgery/C81064001
Mayfield Road Surgery,https://www.nhs.uk/services/gp-surgery/mayfield-road-surgery/C81068001
Overdale Medical Practice,https://www.nhs.uk/services/gp-surgery/overdale-medical-practice/C81066
Hughenden Valley Surgery,https://www.nhs.uk/services/gp-surgery/hughenden-valley-surgery/K82049
Woosehill Practice,https://www.nhs.uk/services/gp-surgery/woosehill-practice/K81092
Kirkgate Surgery,https://www.nhs.uk/services/gp-surgery/kirkgate-surgery/B85640
Blackburn Rd.Medical Ctr.,https://www.nhs.uk/services/gp-surgery/blackburn-rd-medical-ctr/B85025
The Penn Surgery,https://www.nhs.uk/services/gp-surgery/the-penn-surgery/K82046001
Winnersh Surgery,https://www.nhs.uk/services/gp-surgery/winnersh-surgery/K81047002
Wokingham Medical Centre,https://www.nhs.uk/services/gp-surgery/wokingham-medical-centre/K81022
Rydings Hall Surgery,https://www.nhs.uk/services/gp-surgery/rydings-hall-surgery/B84003
Harnall Lane Medical Centre,https://www.nhs.uk/services/gp-surgery/harnall-lane-medical-centre/M86003001
The Anchor Centre,https://www.nhs.uk/services/gp-surgery/the-anchor-centre/Y00060
Priory Gate Practice,https://www.nhs.uk/services/gp-surgery/priory-gate-practice/M86012
Meridian Practice,https://www.nhs.uk/services/gp-surgery/meridian-practice/Y00996
Hillfields - Dr Bano,https://www.nhs.uk/services/gp-surgery/hillfields-dr-bano/M86617
Alliance Teaching Practice at City of Coventry Health Centre,https://www.nhs.uk/services/gp-surgery/alliance-teaching-practice-at-city-of-coventry-health-centre/A1R1N
Hillfields Health Centre - 1,https://www.nhs.uk/services/gp-surgery/hillfields-health-centre-1/M86005
Druid Group - Emc Surgery,https://www.nhs.uk/services/gp-surgery/druid-group-emc-surgery/M85706
Pak Health Centre,https://www.nhs.uk/services/gp-surgery/pak-health-centre/M85739
Alpha Medical Practice,https://www.nhs.uk/services/gp-surgery/alpha-medical-practice/M85139
Bloomsbury Surgery,https://www.nhs.uk/services/gp-surgery/the-bloomsbury-surgery/F83044
The Oaks Medical Centre,https://www.nhs.uk/services/gp-surgery/the-oaks-family-practice/P82021
West Hull Health Hub,https://www.nhs.uk/services/gp-surgery/west-hull-health-hub/O5T5R
The Calvert Practice,https://www.nhs.uk/services/gp-surgery/the-calvert-practice/B81675002
Hastings Medical Centre,https://www.nhs.uk/services/gp-surgery/hastings-medical-centre/B81075
Nechells Practice,https://www.nhs.uk/services/gp-surgery/nechells-practice/M85759
Alum Rock Medical Centre,https://www.nhs.uk/services/gp-surgery/alum-rock-medical-centre/M85149
Saltley and Fernbank Medical Practice,https://www.nhs.uk/services/gp-surgery/saltley-and-fernbank-medical-practice/M85110
Greenfield Medical Centre,https://www.nhs.uk/services/gp-surgery/pennine-medical-centre-greenfield/P89006001
"Iridium Medical Practice, Richmond PCC",https://www.nhs.uk/services/gp-surgery/iridium-medical-practice-richmond-pcc/Y02893
Cottingham Medical Centre (Greengates Medical Group),https://www.nhs.uk/services/gp-surgery/cottingham-medical-centre-greengates-medical-group/B81101001
Kingston Health (Hull),https://www.nhs.uk/services/gp-surgery/kingston-health-hull/B81011
King Street Medical Centre,https://www.nhs.uk/services/gp-surgery/king-street-medical-centre/P89022
Newington Health Centre,https://www.nhs.uk/services/gp-surgery/newington-health-centre/B81027001
Long Bennington Medical Centre,https://www.nhs.uk/services/gp-surgery/long-bennington-medical-centre/C83067
Vine Street Surgery,https://www.nhs.uk/services/gp-surgery/vine-street-surgery/C83075
Swingbridge Surgery,https://www.nhs.uk/services/gp-surgery/swingbridge-surgery/C83008
St. Peters Hill Surgery,https://www.nhs.uk/services/gp-surgery/st-peters-hill-surgery/C83040
St. Johns Medical Centre,https://www.nhs.uk/services/gp-surgery/st-johns-medical-centre/P91604
The Harrowby Lane Surgery,https://www.nhs.uk/services/gp-surgery/the-harrowby-lane-surgery/C83080
The Dekeyser Group Practice,https://www.nhs.uk/services/gp-surgery/the-dekeyser-group-practice/B86067
Thorne Moor Medical Practice,https://www.nhs.uk/services/gp-surgery/thorne-moor-medical-practice/C86614
Wark Surgery,https://www.nhs.uk/services/gp-surgery/wark-surgery/A84040001
Mount Farm Surgery,https://www.nhs.uk/services/gp-surgery/mount-farm-surgery/D83038
Alverthorpe,https://www.nhs.uk/services/gp-surgery/alverthorpe/B87044
Northfield Surgery,https://www.nhs.uk/services/gp-surgery/northfield-surgery/C86018
Kinsley Medical Centre,https://www.nhs.uk/services/gp-surgery/kinsley-medical-centre/B87026001
Annfield Plain Surgery,https://www.nhs.uk/services/gp-surgery/annfield-plain-surgery/A83644
White Medical Group (Wylam),https://www.nhs.uk/services/gp-surgery/white-medical-group-wylam/A84011001
The Haven Surgery,https://www.nhs.uk/services/gp-surgery/the-haven-surgery/A83622
Cedars Medical Group,https://www.nhs.uk/services/gp-surgery/the-cedars-medical-centre/N81008
Atkinson Darling House,https://www.nhs.uk/services/gp-surgery/atkinson-darling-house/A83022003
Cloughton Branch Surgery,https://www.nhs.uk/services/gp-surgery/cloughton-branch-surgery/B82106001
Hunmanby Surgery,https://www.nhs.uk/services/gp-surgery/hunmanby-surgery/B82628
Filey Surgery,https://www.nhs.uk/services/gp-surgery/filey-surgery/B82037
Whitby Group Practice: branch surgery (Robin Hood's Bay),https://www.nhs.uk/services/gp-surgery/whitby-group-practice-branch-surgery-robin-hood-s-bay/B82017001
Sleights and Sandsend Medical Practice,https://www.nhs.uk/services/gp-surgery/sleights-and-sandsend-medical-practice/B82101
Egton Surgery,https://www.nhs.uk/services/gp-surgery/egton-surgery/U4F2Y
Grasmere Branch Surgery,https://www.nhs.uk/services/gp-surgery/grasmere-branch-surgery/A82005001
The Saltscar Surgery,https://www.nhs.uk/services/gp-surgery/the-saltscar-surgery/A81054
The Coatham Road Surgery,https://www.nhs.uk/services/gp-surgery/the-coatham-road-surgery/A81045
Hillside Practice,https://www.nhs.uk/services/gp-surgery/hillside-practice/A81022
Woodley Practice,https://www.nhs.uk/services/gp-surgery/woodley-practice/K81051
Dr. Brock,https://www.nhs.uk/services/gp-surgery/dr-brock/K81045001
Melbourne & Chellaston Medical Practice,https://www.nhs.uk/services/gp-surgery/melbourne-and-chellaston-medical-practice/C81108
Mickleover Surgery,https://www.nhs.uk/services/gp-surgery/mickleover-surgery/C81113
Burma Hill Practice,https://www.nhs.uk/services/gp-surgery/burma-hill-practice/K81638
Highcliffe Medical Centre,https://www.nhs.uk/services/gp-surgery/highcliffe-medical-centre/J81028
Great Hollands Health Centre,https://www.nhs.uk/services/gp-surgery/great-hollands-health-centre/C8R7G
Great Hollands Practice,https://www.nhs.uk/services/gp-surgery/great-hollands-practice/K81094
Ringmead Medical Practice,https://www.nhs.uk/services/gp-surgery/ringmead-medical-practice/K81030
Huntcliff Surgery,https://www.nhs.uk/services/gp-surgery/huntcliff-surgery/A81618
St.Mary's Medical Centre,https://www.nhs.uk/services/gp-surgery/st-mary-s-medical-centre/P85002
Wood End Health Centre,https://www.nhs.uk/services/gp-surgery/wood-end-health-centre/M86020
The Crossley Practice,https://www.nhs.uk/services/gp-surgery/the-crossley-practice/M86035001
Bell Green Health Centre (Dr Princewill & Partners),https://www.nhs.uk/services/gp-surgery/bell-green-health-centre-dr-princewill-and-partners/M86002001
George Eliot Medical Centre,https://www.nhs.uk/services/gp-surgery/george-eliot-medical-centre/M86612
Broomfield Park Med.Ctr.,https://www.nhs.uk/services/gp-surgery/broomfield-park-med-ctr/M86029
Haxby Group Calvert & Newington,https://www.nhs.uk/services/gp-surgery/haxby-group-calvert-and-newington/B81675
South Axholme Practice,https://www.nhs.uk/services/gp-surgery/south-axholme-practice/B81043
The Avenues Medical Centre,https://www.nhs.uk/services/gp-surgery/the-avenue-medical-centre/P84049
Judges Close Surgery,https://www.nhs.uk/services/gp-surgery/judges-close-surgery/C9I4T
Lewes Victoria Hospital,https://www.nhs.uk/services/gp-surgery/lewes-victoria-hospital/G81021003
Naseby Medical Centre,https://www.nhs.uk/services/gp-surgery/naseby-medical-centre/M85722
Fernbank Medical Practice,https://www.nhs.uk/services/gp-surgery/fernbank-medical-practice/M85110001
Amaanah Medical Practice,https://www.nhs.uk/services/gp-surgery/amaanah-medical-practice/Y01068
The Bridge Group Practice,https://www.nhs.uk/services/gp-surgery/the-bridge-group-practice/B81046
St Andrews Surgery,https://www.nhs.uk/services/gp-surgery/st-andrews-medical-centre/P87020
Sydenham Group Practice,https://www.nhs.uk/services/gp-surgery/sydenham-green-group-practice/G85024
Modality Partnership - New Hall Surgery,https://www.nhs.uk/services/gp-surgery/modality-partnership-new-hall-surgery/B81048003
Barnetby Medical Centre,https://www.nhs.uk/services/gp-surgery/barnetby-medical-centre/B81628
Moatfield Surgery,https://www.nhs.uk/services/gp-surgery/moatfield-surgery/H82063
Cotterils Lane Surgery,https://www.nhs.uk/services/gp-surgery/cotterils-lane-surgery/M85680
Gate Medical Centre,https://www.nhs.uk/services/gp-surgery/gate-medical-centre/M85170
Balderton Surgery,https://www.nhs.uk/services/gp-surgery/balderton-surgery/Y05369
Caythorpe Surgery,https://www.nhs.uk/services/gp-surgery/caythorpe-surgery/C83020003
Lakeside Healthcare Stamford,https://www.nhs.uk/services/gp-surgery/lakeside-healthcare-stamford/C83007
Caythorpe & Ancaster Medical Practice,https://www.nhs.uk/services/gp-surgery/caythorpe-and-ancaster-medical-practice/C83020
Fountain Medical Centre,https://www.nhs.uk/services/gp-surgery/fountain-medical-centre/C84019
Barnby Gate Surgery,https://www.nhs.uk/services/gp-surgery/barnby-gate-surgery/C84009
Lombard Medical Centre,https://www.nhs.uk/services/gp-surgery/lombard-medical-centre/C84029
Crawcrook Medical Centre,https://www.nhs.uk/services/gp-surgery/crawcrook-medical-centre/A85014
Rowlands Gill Medical Centre,https://www.nhs.uk/services/gp-surgery/rowlands-gill-medical-centre/R6M2J
Tanfield View Medical Group,https://www.nhs.uk/services/gp-surgery/tanfield-view-medical-group/A83016
Maybush Medical Centre,https://www.nhs.uk/services/gp-surgery/maybush-medical-centre/B87012
