gp,nhs_url,url
Garland House Surgery,https://www.nhs.uk/services/gp-surgery/garland-house-surgery/C85016,https://www.garlandhousesurgery.co.uk
Lostock Medical Centre,https://www.nhs.uk/services/gp-surgery/lostock-medical-centre/P91627,http://www.lostockmedicalcentre.co.uk/
Hathaway Surgery,https://www.nhs.uk/services/gp-surgery/hathaway-surgery/J83007,http://www.hathawaysurgery.co.uk
The Three Shires Medical Practice - Marshfield,https://www.nhs.uk/services/gp-surgery/the-three-shires-medical-practice-marshfield/L81029006,http://www.threeshiresmedical.co.uk
Sutton Benger Surgery,https://www.nhs.uk/services/gp-surgery/sutton-benger-surgery/J83050001,http://www.patfordhousepartnership.co.uk
The Three Shires Medical Practice - Colerne,https://www.nhs.uk/services/gp-surgery/the-three-shires-medical-practice-colerne/L81029002,http://www.threeshiresmedical.co.uk
Firs Surgery,https://www.nhs.uk/services/gp-surgery/firs-surgery/M85107,http://www.firssurgery.nhs.uk/index.aspx
Long Furlong Medical Centre,https://www.nhs.uk/services/gp-surgery/long-furlong-medical-centre/K84079,https://www.longfurlongmedicalcentre.co.uk
Rothwell Health Centre,https://www.nhs.uk/services/gp-surgery/rothwell-health-centre/F5J2N,notfound
New Cross Surgery,https://www.nhs.uk/services/gp-surgery/new-cross-surgery/B86658001,https://www.moorfield-newcross.nhs.uk
BURLEIGH MEDICAL CENTRE,https://www.nhs.uk/services/gp-surgery/burleigh-medical-centre/C85017,http://www.burleighmedicalcentre.co.uk
Staffa Health,https://www.nhs.uk/services/gp-surgery/staffa-health/C81029,https://www.staffahealth.co.uk/
Staffa Health - Stonebroom,https://www.nhs.uk/services/gp-surgery/staffa-health-stonebroom/C81029001,https://www.staffahealth.co.uk/
Conisbrough Group Practice,https://www.nhs.uk/services/gp-surgery/conisbrough-group-practice/C86024,http://www.conisbroughgrouppractice.co.uk
Parkway Medical Centre,https://www.nhs.uk/services/gp-surgery/parkway-medical-centre/A81611,https://www.parkwaymedicalcentre.com
Peel Hall Medical Centre,https://www.nhs.uk/services/gp-surgery/peel-hall-medical-centre/P84020,https://www.peelhallmedicalpractice.co.uk/
Cornishway Group Practice,https://www.nhs.uk/services/gp-surgery/cornishway-group-practice/P84043,http://www.cornishwaygp.co.uk/
Shay Lane Medical Centre (Kelman),https://www.nhs.uk/services/gp-surgery/shay-lane-medical-centre-kelman/P91008,https://www.shaylane.org
Shay Lane Medical Centre (Patel),https://www.nhs.uk/services/gp-surgery/shay-lane-medical-centre-patel/P91011,http://www.shaylanemedical.co.uk
Conisbrough Medical Practice,https://www.nhs.uk/services/gp-surgery/conisbrough-medical-practice/C86625,notfound
Denaby Medical Practice,https://www.nhs.uk/services/gp-surgery/denaby-medical-practice/C86616,http://www.askernmedicalpractice.co.uk
Adswood Road Surgery,https://www.nhs.uk/services/gp-surgery/adswood-road-surgery/P88026006,http://www.adswoodsurgery.co.uk/
Coulby Medical Practice,https://www.nhs.uk/services/gp-surgery/coulby-medical-practice/A81058,http://www.coulbymedicalpractice.com
Adshall Road Medical Prac,https://www.nhs.uk/services/gp-surgery/adshall-road-medical-prac/P88014,http://www.adshallroadmedicalpractice.co.uk
Bosden Moor Surgery,https://www.nhs.uk/services/gp-surgery/bosden-moor-surgery/P88026005,notfound
RK Medical Practice,https://www.nhs.uk/services/gp-surgery/rk-medical-practice/P84014,https://www.rkmedicalpractice.co.uk
Quinton Park Medical Centre,https://www.nhs.uk/services/gp-surgery/quinton-park-medical-centre/M86037,https://www.quintonparkmc.nhs.uk/
The Cheylesmore Surgery,https://www.nhs.uk/services/gp-surgery/the-cheylesmore-surgery/M86027,http://www.cheylesmoresurgery.nhs.uk/
The Holloway Surgery,https://www.nhs.uk/services/gp-surgery/the-holloway-surgery/C81094001,https://www.crichmedicalpractice.co.uk
Crich Medical Practice,https://www.nhs.uk/services/gp-surgery/crich-medical-practice/C81094,https://www.crichmedicalpractice.co.uk
Crich Medical Practice (South Wingfield Surgery),https://www.nhs.uk/services/gp-surgery/crich-medical-practice-south-wingfield-surgery/C81094002,https://www.crichmedicalpractice.co.uk
Bransgore Medical Centre,https://www.nhs.uk/services/gp-surgery/bransgore-medical-centre/J81056003,http://www.christchurchmedicalpractice.co.uk
Riversdale Surgery,https://www.nhs.uk/services/gp-surgery/riversdale-surgery/A84035,http://www.riversdalesurgery.co.uk
Whitemoor Medical Centre,https://www.nhs.uk/services/gp-surgery/whitemoor-medical-centre/C81038,http://www.whitemoormedicalcentre-belper.co.uk
Ripley Medical Centre,https://www.nhs.uk/services/gp-surgery/ripley-medical-centre/C81059,http://www.ripleymedicalcentre.co.uk
Alma Medical Centre,https://www.nhs.uk/services/gp-surgery/alma-medical-centre/A81067,https://www.almamedicalcentre.nhs.uk
Tennant Street Medical Practice,https://www.nhs.uk/services/gp-surgery/tennant-street-medical-practice/A81006,failed
University of Durham,https://www.nhs.uk/services/gp-surgery/university-of-durham/A81067001,notfound
Prospect House Surgery,https://www.nhs.uk/services/gp-surgery/prospect-house-surgery/K82618,http://www.prospecthousegp.co.uk/
Bramley Village Health & Wellbeing Ctr,https://www.nhs.uk/services/gp-surgery/bramley-village-health-and-wellbeing-ctr/B86104,http://www.bramleyvillage.co.uk
Northowram Surgery,https://www.nhs.uk/services/gp-surgery/northowram-surgery/B84008001,http://www.thenortholmepractice.co.uk/
The Arrival Practice,https://www.nhs.uk/services/gp-surgery/the-arrival-practice/A81634,https://www.arrivalpractice.co.uk
"Morris Lane Surgery, Kirkstall Clinic",https://www.nhs.uk/services/gp-surgery/morris-lane-surgery-kirkstall-clinic/B86041001,http://www.vesperroadsurgery.co.uk/index.aspx
Rahman Practice,https://www.nhs.uk/services/gp-surgery/rahman-practice/F81700,http://www.canveyvillagesurgery.com/
Ghauri Practice,https://www.nhs.uk/services/gp-surgery/ghauri-practice/F81205,http://www.thesurgerycanveyisland.co.uk
The Long Road Surgery,https://www.nhs.uk/services/gp-surgery/the-long-road-surgery/F81205001,notfound
Southbourne Surgery,https://www.nhs.uk/services/gp-surgery/southbourne-surgery/H82078,https://www.southbournesurgery.com
City Walls Medical Centre,https://www.nhs.uk/services/gp-surgery/city-walls-medical-centre/N81082,https://www.citywallsmedicalcentre.co.uk
The Gore Surgery,https://www.nhs.uk/services/gp-surgery/the-gore-surgery/M0W8S,notfound
Swallowfield Medical Practice,https://www.nhs.uk/services/gp-surgery/swallowfield-medical-practice/K81003,http://www.swallowfieldmedicalpractice.co.uk
Stourview Medical Centre,https://www.nhs.uk/services/gp-surgery/stourview-medical-centre/D83021001,notfound
Knights Surgery,https://www.nhs.uk/services/gp-surgery/knights-surgery/F81711,failed
SOUTHVIEW PARK SURGERY,https://www.nhs.uk/services/gp-surgery/southview-park-surgery/F81168,https://southviewpark.gpsurgery.net/
Unity Healthcare,https://www.nhs.uk/services/gp-surgery/unity-healthcare/D83012,http://christmasandclements.co.uk/
Clements Surgery,https://www.nhs.uk/services/gp-surgery/clements-surgery/D83012003,http://www.christmasandclements.co.uk/index.aspx
Health and Beyond,https://www.nhs.uk/services/gp-surgery/health-and-beyond/M92612,https://www.healthandbeyond.healthcare
St Werburgh's Medical Practice Homeless,https://www.nhs.uk/services/gp-surgery/st-werburgh-s-medical-practice-homeless/N81655,notfound
Valence Medical Centre - Branch Site,https://www.nhs.uk/services/gp-surgery/valence-medical-centre-branch-site/F82038001,notfound
Cathedral Medical Group,https://www.nhs.uk/services/gp-surgery/cathedral-medical-group/H82042,http://www.cathedralmedicalgroup.co.uk
Maywood Health Care Centre,https://www.nhs.uk/services/gp-surgery/maywood-health-care-centre/H82058,http://www.maywoodsurgery.com/
Dr DV Shah's Practice,https://www.nhs.uk/services/gp-surgery/dr-dv-shah-s-practice/E81076,notfound
Roding Valley Medical Centre,https://www.nhs.uk/services/gp-surgery/roding-valley-medical-centre/F86018002,http://www.ecclesbourneandrodingvalley.nhs.uk/
Laburnum Health Centre,https://www.nhs.uk/services/gp-surgery/laburnum-health-centre/F82051,https://www.laburnumhealth.co.uk
Langley House Surgery,https://www.nhs.uk/services/gp-surgery/langley-house-surgery/H82013,http://www.langleyhousesurgery.co.uk
West Meads Surgery,https://www.nhs.uk/services/gp-surgery/west-meads-surgery/H82099,https://www.westmeadssurgery.co.uk
Highgate Medical Centre,https://www.nhs.uk/services/gp-surgery/highgate-medical-centre/M85713,https://www.highgatemedcentre.co.uk/
"The Balaji Surgery, The Sparkbrook CHC",https://www.nhs.uk/services/gp-surgery/the-balaji-surgery-the-sparkbrook-chc/M85794,http://www.thebalajisurgery.com
EARL SOHAM branch surgery,https://www.nhs.uk/services/gp-surgery/earl-soham-branch-surgery/D83026002,notfound
Alfred Squire Medical Practice,https://www.nhs.uk/services/gp-surgery/alfred-squire-medical-practice/W9Y1Q,notfound
Dunelm Medical Practice,https://www.nhs.uk/services/gp-surgery/dunelm-medical-practice/A83030,http://www.dunelmmedicalpractice.co.uk
Debenham Group Practice,https://www.nhs.uk/services/gp-surgery/debenham-group-practice/D83041,http://www.debenhamgrouppractice.co.uk/
Millyard House,https://www.nhs.uk/services/gp-surgery/millyard-house/A83022004,http://www.themedicalgroup.co.uk/
Framwellgate Moor Medical Centre,https://www.nhs.uk/services/gp-surgery/framwellgate-moor-medical-centre/A83030002,notfound
Chastleton Medical Group,https://www.nhs.uk/services/gp-surgery/chastleton-medical-group/A83036,http://www.chastletonmedicalgroup.co.uk
Jeelani,https://www.nhs.uk/services/gp-surgery/jeelani/A82071001,notfound
Burnett Edgar Medical Ctr,https://www.nhs.uk/services/gp-surgery/burnett-edgar-medical-ctr/A82071,http://www.burnettedgarmedicalcentre.nhs.uk/
Hyde Park Surgery,https://www.nhs.uk/services/gp-surgery/hyde-park-surgery/B86025,https://www.hydeparksurgery.co.uk/
Sivakumar & Partner,https://www.nhs.uk/services/gp-surgery/sivakumar-and-partner/P92020,http://www.thesurgeryastley.co.uk
Cornerstone Medical Practice,https://www.nhs.uk/services/gp-surgery/cornerstone-medical-practice/P87639,https://cornerstone-medical.co.uk
Sorrel Bank Medical Practice,https://www.nhs.uk/services/gp-surgery/sorrel-bank-medical-practice/P87040,https://www.thesorrelgrouppractice.co.uk
The Medical Group,https://www.nhs.uk/services/gp-surgery/the-medical-group/A83022,http://www.themedicalgroup.co.uk/
Browney House Surgery,https://www.nhs.uk/services/gp-surgery/browney-house-surgery/A83617,notfound
Sir Bobby Robson House,https://www.nhs.uk/services/gp-surgery/sir-bobby-robson-house/A83022006,http://www.themedicalgroup.co.uk/
Claypath & University Medical Group,https://www.nhs.uk/services/gp-surgery/claypath-and-university-medical-group/A83011,https://durhamstudenthealth.co.uk/
Sacriston Medical Centre,https://www.nhs.uk/services/gp-surgery/sacriston-medical-centre/A83026,http://www.sacristonsurgery.co.uk
Waterfoot Medical Practice,https://www.nhs.uk/services/gp-surgery/waterfoot-medical-practice/P81132,http://www.waterfootmedicalpractice.co.uk
Old Goole Branch,https://www.nhs.uk/services/gp-surgery/old-goole-branch/B81068001,http://www.bartholomewmedicalgroup.co.uk/
Arthington Medical Centre,https://www.nhs.uk/services/gp-surgery/arthington-medical-centre/B86096,https://www.arthingtonmedicalcentreleeds.co.uk
1/Salford Medical Practice,https://www.nhs.uk/services/gp-surgery/1-salford-medical-practice/P87004,http://www.salfordmedicalcentre.nhs.uk
Langworthy Medical Practice,https://www.nhs.uk/services/gp-surgery/langworthy-medical-practice/P87027,http://www.langworthymedicalpractice.co.uk
Cleggs Lane Medical Practice/129,https://www.nhs.uk/services/gp-surgery/cleggs-lane-medical-practice-129/P87613,http://cleggslanepractice.nhs.uk
Astley General Practice,https://www.nhs.uk/services/gp-surgery/astley-general-practice/P92637,https://www.ssphealth.com/our-practices/astley-general-practice
(Irlam) Salford Care Ctrs Medical Practi,https://www.nhs.uk/services/gp-surgery/irlam-salford-care-ctrs-medical-practi/P87657,https://irlamclinic.co.uk
Shires Healthcare,https://www.nhs.uk/services/gp-surgery/shires-healthcare/C81033,https://www.shireshealthcare.co.uk
Huddersfield Road Surgery,https://www.nhs.uk/services/gp-surgery/huddersfield-road-surgery/C85020,http://www.huddersfieldroadsurgery.co.uk
Pleasley Surgery,https://www.nhs.uk/services/gp-surgery/pleasley-surgery/C84057,http://www.pleasleysurgery.com
Bhf Lundwood Surgery,https://www.nhs.uk/services/gp-surgery/bhf-lundwood-surgery/Y05364,http://www.lundwoodpractice.co.uk
West Walk Surgery,https://www.nhs.uk/services/gp-surgery/west-walk-surgery/L81047,http://www.westwalksurgery.co.uk
Rowden Surgery,https://www.nhs.uk/services/gp-surgery/rowden-surgery/J83042,http://www.rowdensurgery.co.uk
Kennedy Way Surgery,https://www.nhs.uk/services/gp-surgery/kennedy-way-surgery/L81042,http://www.kennedywaysurgery.co.uk
Courtside Surgery,https://www.nhs.uk/services/gp-surgery/courtside-surgery/L81024,http://www.courtside.nhs.uk
Kearsley Medical Centre,https://www.nhs.uk/services/gp-surgery/kearsley-medical-centre/P82007,http://www.kearsleymedicalcentre.nhs.uk
Chapel Group Medical Centre,https://www.nhs.uk/services/gp-surgery/chapel-group-medical-centre/P87649,http://www.chapelgroupmedicalcentre.co.uk
Lundwood Medical Centre PMS Practice,https://www.nhs.uk/services/gp-surgery/lundwood-medical-centre-pms-practice/C85028,notfound
Porch Surgery,https://www.nhs.uk/services/gp-surgery/porch-surgery/J83010,http://www.porchsurgery.nhs.uk
"42 Abbotswood, Yate",https://www.nhs.uk/services/gp-surgery/42-abbotswood-yate/L81046001,failed
Box Surgery,https://www.nhs.uk/services/gp-surgery/box-surgery/J83013,https://www.boxsurgery.nhs.uk
Govind Health Centre,https://www.nhs.uk/services/gp-surgery/govind-health-centre/M86622,notfound
Benchill Medical Practice,https://www.nhs.uk/services/gp-surgery/benchill-medical-practice/P84029,http://www.benchillmedicalpractice.nhs.uk
Dr H Lloyd's Practice,https://www.nhs.uk/services/gp-surgery/dr-h-lloyd-s-practice/Y00912,failed
Bracondale Medical Centre,https://www.nhs.uk/services/gp-surgery/bracondale-medical-centre/P88031,http://bracondalemedical.co.uk
THE MAPLES MEDICAL CENTRE,https://www.nhs.uk/services/gp-surgery/the-maples-medical-centre/P84021,https://themaplesmc.co.uk
Borough Road & Nunthorpe Medical Group,https://www.nhs.uk/services/gp-surgery/borough-road-and-nunthorpe-medical-group/A81030,http://www.boroughroadandnunthorpe.nhs.uk/
Barugh Green Surgery,https://www.nhs.uk/services/gp-surgery/barugh-green-surgery/C85020001,http://www.huddersfieldroadsurgery.co.uk
Kenyon Medical Centres,https://www.nhs.uk/services/gp-surgery/kenyon-medical-centres/M86015,failed
Kensington Road Surgery,https://www.nhs.uk/services/gp-surgery/kensington-road-surgery/M86030,notfound
Alliance Teaching Practice at Broad Lane,https://www.nhs.uk/services/gp-surgery/alliance-teaching-practice-at-broad-lane/K9Y1A,notfound
Marple Cottage Surgery,https://www.nhs.uk/services/gp-surgery/marple-cottage-surgery/P88006,https://www.marplecottage.co.uk
Cheadle Medical Practice,https://www.nhs.uk/services/gp-surgery/cheadle-medical-practice/P88020,http://www.cheadlemedical.co.uk
The Gatley Surgery,https://www.nhs.uk/services/gp-surgery/the-gatley-surgery/P84012001,failed
Carlton Street Surgery,https://www.nhs.uk/services/gp-surgery/carlton-street-surgery/M83026,http://www.carltonstreet.nhs.uk
Kirkstall Lane Medical Centre,https://www.nhs.uk/services/gp-surgery/kirkstall-lane-medical-centre/B86109,http://www.kirkstalllanemedicalcentre.co.uk/
Plane Trees Group Practice,https://www.nhs.uk/services/gp-surgery/plane-trees-group-practice/B84013,http://www.planetreesgrouppractice.nhs.uk
Caritas Group Practice,https://www.nhs.uk/services/gp-surgery/caritas-group-practice/B84618,https://www.caritasgp.co.uk
Whipperley Medical Centre,https://www.nhs.uk/services/gp-surgery/whipperley-medical-centre/B6A6L,notfound
Bewick Crescent Surgery,https://www.nhs.uk/services/gp-surgery/bewick-crescent-surgery/A83037,http://www.bewickcrescentsurgery.nhs.uk
Pease Way Medical Centre,https://www.nhs.uk/services/gp-surgery/pease-way-medical-centre/A83074,http://www.peaseway.com
Hebden Bridge Group Practice,https://www.nhs.uk/services/gp-surgery/hebden-bridge-group-practice/B84004,http://www.hbgp.co.uk
Waterside Medical Practice,https://www.nhs.uk/services/gp-surgery/waterside-medical-practice/J82021,http://watersidemedicalpractice.co.uk
Haverhill Family Practice,https://www.nhs.uk/services/gp-surgery/haverhill-family-practice/D83021,http://www.haverhillfamilypractice.co.uk/
Dr Gc Chajed's Practice,https://www.nhs.uk/services/gp-surgery/dr-gc-chajed-s-practice/F81025,http://www.kingswoodmedicalcentre.co.uk/
Ballards Walk Surgery,https://www.nhs.uk/services/gp-surgery/ballards-walk-surgery/F81150,notfound
Dr Mara Hk & Partners,https://www.nhs.uk/services/gp-surgery/dr-mara-hk-and-partners/G82077002,http://www.elmsmedicalkent.nhs.uk
Sway Surgery,https://www.nhs.uk/services/gp-surgery/sway-surgery/J82129003,http://www.newforestmedicalgroup.co.uk/
Theatre Royal Surgery,https://www.nhs.uk/services/gp-surgery/theatre-royal-surgery/D82050,http://www.theatresurgery.com/
Oakley Health Group - Monteagle Surgery,https://www.nhs.uk/services/gp-surgery/oakley-health-group-monteagle-surgery/J82049002,http://www.oakleyhealth.org
Dr Degun & Dr Macaulay,https://www.nhs.uk/services/gp-surgery/dr-degun-and-dr-macaulay/F81029,https://www.knaresmedicalpractice.nhs.uk
Laindon Medical Group,https://www.nhs.uk/services/gp-surgery/laindon-medical-group/F81108,http://www.laindonmedicalgroup.nhs.uk/
Wickhambrook Surgery,https://www.nhs.uk/services/gp-surgery/wickhambrook-surgery/D83003,notfound
Dr Raman Chandel - Laindon,https://www.nhs.uk/services/gp-surgery/dr-raman-chandel-laindon/F81640001,http://www.aryanmedicalcentre.nhs.uk/
Dr Salako and Partners,https://www.nhs.uk/services/gp-surgery/dr-salako-and-partners/Y03052,https://www.langdonhillsmedicalcentre.nhs.uk
MOUNT AVENUE SURGERY,https://www.nhs.uk/services/gp-surgery/mount-avenue-surgery/F81055,http://www.mountavenuesurgery.co.uk/
Toftwood Medical Centre,https://www.nhs.uk/services/gp-surgery/toftwood-medical-centre/Y05291,notfound
Ettingshall Medical Centre,https://www.nhs.uk/services/gp-surgery/ettingshall-medical-centre/Y02757001,https://www.healthandbeyond.healthcare
Griffiths Drive Medical Practice,https://www.nhs.uk/services/gp-surgery/griffiths-drive-medical-practice/M92026,http://www.ourpractice.org.uk
Revel Surgery,https://www.nhs.uk/services/gp-surgery/revel-surgery/M84031,https://www.revelsurgery.nhs.uk
Husbands Bosworth Medical Centre,https://www.nhs.uk/services/gp-surgery/husbands-bosworth-medical-centre/C82109,http://www.mh-bp.co.uk
Dr Barclay P,https://www.nhs.uk/services/gp-surgery/dr-oliver-dk/K83625,notfound
Khattak Memorial Surgery,https://www.nhs.uk/services/gp-surgery/khattak-memorial-surgery/M85146001,https://www.khattakmemorialsurgery.co.uk
The Khattak Memorial Surgery,https://www.nhs.uk/services/gp-surgery/the-khattak-memorial-surgery/M85146,notfound
Leiston Surgery,https://www.nhs.uk/services/gp-surgery/leiston-surgery/D83028,http://www.leistonsurgery.com
Alderburgh Surgery,https://www.nhs.uk/services/gp-surgery/alderburgh-surgery/D83054007,notfound
Essington Medical Centre,https://www.nhs.uk/services/gp-surgery/essington-medical-centre/Y02594,https://www.cannockroadsurgery.nhs.uk
Saxmundham Health Centre,https://www.nhs.uk/services/gp-surgery/saxmundham-health-centre/D83053,failed
Mendlesham Medical Group,https://www.nhs.uk/services/gp-surgery/mendlesham-medical-group/D83019,https://www.mendleshamhealthcentre.co.uk
Warmdene Surgery,https://www.nhs.uk/services/gp-surgery/warmdene-surgery/G81036,http://warmdenesurgery.co.uk
Carden Surgery,https://www.nhs.uk/services/gp-surgery/carden-surgery/G81014,http://www.cardensurgery.co.uk
Wickham Market Medical Centre,https://www.nhs.uk/services/gp-surgery/wickham-market-medical-centre/D83061,https://www.wickhammarketmc.nhs.uk
Ashmore Park Medical Centre,https://www.nhs.uk/services/gp-surgery/ashmore-park-medical-centre/M92022,http://www.ashmoreparkmedicalcentre.nhs.uk
Beaconsfield Medical Practice,https://www.nhs.uk/services/gp-surgery/beaconsfield-medical-practice/G81042,http://www.beaconsfieldmedicalpractice.co.uk/
Stanford Medical Centre,https://www.nhs.uk/services/gp-surgery/stanford-medical-centre/G81038,http://www.stanfordmedicalcentre.co.uk
The Haven Practice,https://www.nhs.uk/services/gp-surgery/the-haven-practice/G81646,http://www.thehavenpractice.co.uk
Charter Medical Centre,https://www.nhs.uk/services/gp-surgery/charter-medical-centre/G81034,https://www.chartermedicalcentre.co.uk
Care Homes Medical Practice,https://www.nhs.uk/services/gp-surgery/care-homes-medical-practice/Y02625,notfound
STONEHILL MEDICAL CENTRE,https://www.nhs.uk/services/gp-surgery/stonehill-medical-centre/P82008,http://www.stonehillmedicalcentre.nhs.uk/
Burley Park Medical Centre,https://www.nhs.uk/services/gp-surgery/burley-park-medical-centre/B86069,http://www.burleyparkmedicalcentre.co.uk/
Duddon Valley Medical Practice,https://www.nhs.uk/services/gp-surgery/duddon-valley-medical-practice/A82651,https://www.duddonvalleymedicalpractice.nhs.uk/
Clarendon Surgery,https://www.nhs.uk/services/gp-surgery/clarendon-surgery/P87634,http://clarendonsurgery.co.uk
Pendleton Medical Centre,https://www.nhs.uk/services/gp-surgery/pendleton-medical-centre/P87015,https://www.pendletonmedicalcentre.nhs.uk/
Farnworth Family Practice,https://www.nhs.uk/services/gp-surgery/farnworth-family-practice/P82652,http://www.drbaruaandpartners.nhs.uk
Fig Tree Medical Practice,https://www.nhs.uk/services/gp-surgery/fig-tree-medical-practice/P82037,http://www.farnworthhealthcentre.nhs.uk
The Energise Healthy Living Centre,https://www.nhs.uk/services/gp-surgery/the-energise-healthy-living-centre/P87654001,notfound
SPCT - Inclusion Service,https://www.nhs.uk/services/gp-surgery/spct-inclusion-service/Y00445003,http://www.spctpractices.co.uk/
Dr N Dumphy & Partners,https://www.nhs.uk/services/gp-surgery/dr-n-dumphy-and-partners/B86005,http://www.oakleymedicalpractice.nhs.uk
Ramsbottom Medical Practice,https://www.nhs.uk/services/gp-surgery/ramsbottom-medical-practice/P83006,notfound
Irwell Medical Practice,https://www.nhs.uk/services/gp-surgery/irwell-medical-practice/P81027,http://www.irwellmedicalpractice.nhs.uk/
Sherburn & Rillington Practice - Rillington Practice,https://www.nhs.uk/services/gp-surgery/sherburn-and-rillington-practice-rillington-practice/B82011001,https://www.srpractice.co.uk
Wetwang Surgery,https://www.nhs.uk/services/gp-surgery/wetwang-surgery/B81092001,notfound
Gatley Medical Centre,https://www.nhs.uk/services/gp-surgery/gatley-medical-centre/P88024,http://www.gatleymedicalcentre.co.uk
The Langton Medical Group Boney Hay Branch Surgery,https://www.nhs.uk/services/gp-surgery/the-langton-medical-group-boney-hay-branch-surgery/M83030002,https://www.langtonmedicalgroup.co.uk/
The Old Bank Surgery,https://www.nhs.uk/services/gp-surgery/the-old-bank-surgery/C81003001,notfound
Batheaston Medical Centre,https://www.nhs.uk/services/gp-surgery/batheaston-medical-centre/L81027,http://batheastonmedicalcentre.com
White Rose Medical Practice- Monk Bretton,https://www.nhs.uk/services/gp-surgery/white-rose-medical-practice-monk-bretton/C85014002,notfound
Monk Bretton Health Centre Practice,https://www.nhs.uk/services/gp-surgery/monk-bretton-health-centre-practice/C85622,notfound
Dr John Harban (Monk Bretton),https://www.nhs.uk/services/gp-surgery/dr-john-harban-monk-bretton/C85028002,http://217.199.187.192/lundwoodmedicalcentre.nhs.uk/
Mocha Parade Medical Practice,https://www.nhs.uk/services/gp-surgery/mocha-parade-medical-practice/P87022,https://www.mochaparademedicalpractice.co.uk/
Leeds City Medical Practice,https://www.nhs.uk/services/gp-surgery/leeds-city-medical-practice/B86012,failed
Salters Meadow Health Ctr,https://www.nhs.uk/services/gp-surgery/salters-meadow-health-ctr/M83072,notfound
Bowland Medical Practice,https://www.nhs.uk/services/gp-surgery/bowland-medical-practice/P84024,notfound
Gordon Street Surgery,https://www.nhs.uk/services/gp-surgery/gordon-street-surgery/M83010,http://www.gordonstreetsurgery.co.uk
Coalpit Heath Surgery,https://www.nhs.uk/services/gp-surgery/coalpit-heath-surgery/L81047001,https://www.westwalksurgery.co.uk
Newgate Medical Group,https://www.nhs.uk/services/gp-surgery/newgate-medical-group/C84024,https://www.newgatemedicalgroup.co.uk
Rotherham Road Medical Centre,https://www.nhs.uk/services/gp-surgery/rotherham-road-medical-centre/C85010002,https://www.hillbrowpartnership.co.uk
Malthouse Surgery,https://www.nhs.uk/services/gp-surgery/malthouse-surgery/K84027,http://www.malthousesurgery.co.uk
The Abingdon Surgery,https://www.nhs.uk/services/gp-surgery/the-abingdon-surgery/K84054,http://www.abingdonsurgery.com
Waterloo House Surgery,https://www.nhs.uk/services/gp-surgery/waterloo-house-surgery/A82033,notfound
Hampton Surgery,https://www.nhs.uk/services/gp-surgery/hampton-surgery/M89608,http://www.hamptonsurgery.co.uk/
The Oakley Surgery,https://www.nhs.uk/services/gp-surgery/the-oakley-surgery/E81025,notfound
Sunnybank & Cowgill Medical Practice,https://www.nhs.uk/services/gp-surgery/sunnybank-and-cowgill-medical-practice/B83009,http://www.sunnybankmedicalcentre.co.uk
The Bosham Surgery,https://www.nhs.uk/services/gp-surgery/the-bosham-surgery/H82013001,notfound
Drs Mirza Sukhani & Partners,https://www.nhs.uk/services/gp-surgery/drs-mirza-sukhani-and-partners/E81612,notfound
Dr Khanchandani,https://www.nhs.uk/services/gp-surgery/dr-khanchandani/E81028001,https://www.biscotgrouppractice.co.uk/
Horne Street Surgery,https://www.nhs.uk/services/gp-surgery/horne-street-surgery/B84019001,notfound
Spring Hall Group Practice at Queens Road Surgery,https://www.nhs.uk/services/gp-surgery/spring-hall-group-practice-at-queens-road-surgery/B84012002,notfound
Birkenshaw Health Centre,https://www.nhs.uk/services/gp-surgery/birkenshaw-health-centre/B85025001,http://www.blackburnroadmedical.co.uk/
Hebden Bridge Group Practice - Luddendenfoot Health Centre,https://www.nhs.uk/services/gp-surgery/hebden-bridge-group-practice-luddendenfoot-health-centre/B84004002,http://www.hbgp.co.uk
Norton Medical Centre,https://www.nhs.uk/services/gp-surgery/norton-medical-centre/A81036,http://www.nortonmedicalcentre.nhs.uk
Ridgeway Medical Centre,https://www.nhs.uk/services/gp-surgery/ridgeway-medical-centre/C87608001,notfound
Esplanade Surgery,https://www.nhs.uk/services/gp-surgery/esplanade-surgery/J84005,http://www.theesplanadesurgery.co.uk
Wistaria & Milford Surgeries,https://www.nhs.uk/services/gp-surgery/wistaria-and-milford-surgeries/J82139,notfound
Chawton House Surgery,https://www.nhs.uk/services/gp-surgery/chawton-house-surgery/J82075,http://www.chawtonhousesurgery.co.uk
Southend Road Surgery,https://www.nhs.uk/services/gp-surgery/southend-road-surgery/F81088,http://www.southendroadsurgery.co.uk/
Dr Devaraja VC Practice,https://www.nhs.uk/services/gp-surgery/dr-devaraja-vc-practice/F81697,http://www.sorrellssurgery.co.uk
Burke Street Surgery,https://www.nhs.uk/services/gp-surgery/burke-street-surgery/A83066002,https://www.jubileemedical.com
Litcham Health Centre,https://www.nhs.uk/services/gp-surgery/litcham-health-centre/D82049,http://www.litchamhealthcentre.co.uk
Shipdham Surgery,https://www.nhs.uk/services/gp-surgery/shipdham-surgery/D82100,http://www.shipdhamsurgery.nhs.uk/
Webb-Peploe House,https://www.nhs.uk/services/gp-surgery/webb-peploe-house/J82007003,http://www.coastalmedicalpartnership.nhs.uk
Dr. M. D. Smith,https://www.nhs.uk/services/gp-surgery/dr-m-d-smith/K81003002,http://www.swallowfieldmedicalpractice.co.uk
